OBJECTID,Identifier,Occurrence Date,Day of Week,Occurrence Month,Occurrence Day,Occurrence Year,Occurrence Hour,CompStat Month,CompStat Day,CompStat Year,Offense,Offense Classification,Sector,Precinct,Borough,Jurisdiction,XCoordinate,YCoordinate,Location 1
588,8a237a6f,01/09/2006 08:10:00 PM,Monday,Jan,9,2006,20,1,9,2006,ROBBERY,FELONY,F,84,BROOKLYN,N.Y. TRANSIT POLICE,987772,191476,"(40.6922416740001, -73.987300996)"
589,6e3dfe6c,01/09/2006 08:20:00 PM,Monday,Jan,9,2006,20,1,9,2006,FELONY ASSAULT,FELONY,F,47,BRONX,N.Y. POLICE DEPT,1026242,262091,"(40.885961642, -73.848135601)"
590,7364dc5f,01/09/2006 08:30:00 PM,Monday,Jan,9,2006,20,1,9,2006,FELONY ASSAULT,FELONY,M,77,BROOKLYN,N.Y. POLICE DEPT,1005300,182814,"(40.668442123, -73.924121524)"
591,ebfdac49,01/09/2006 08:30:00 PM,Monday,Jan,9,2006,20,1,9,2006,ROBBERY,FELONY,J,90,BROOKLYN,N.Y. POLICE DEPT,1002459,196314,"(40.7055028250001, -73.934326122)"
592,563efbd6,01/09/2006 08:30:00 PM,Monday,Jan,9,2006,20,1,9,2006,GRAND LARCENY,FELONY,G,18,MANHATTAN,N.Y. POLICE DEPT,988843,217035,"(40.7623944200001, -73.983421495)"
593,6faa7673,01/09/2006 08:30:00 PM,Monday,Jan,9,2006,20,1,9,2006,ROBBERY,FELONY,F,23,MANHATTAN,N.Y. POLICE DEPT,998272,229012,"(40.7952581980001, -73.949359408)"
594,27c1e962,01/09/2006 08:38:00 PM,Monday,Jan,9,2006,20,1,11,2006,GRAND LARCENY,FELONY,G,102,QUEENS,N.Y. POLICE DEPT,1030954,193887,"(40.6987367730001, -73.831568765)"
595,f9b4b67c,01/09/2006 08:40:00 PM,Monday,Jan,9,2006,20,1,12,2006,ROBBERY,FELONY,B,52,BRONX,N.Y. POLICE DEPT,1017542,255919,"(40.8690585320001, -73.8796301479999)"
596,1ecd361e,01/09/2006 09:00:00 PM,Monday,Jan,9,2006,21,1,9,2006,GRAND LARCENY,FELONY,C,61,BROOKLYN,N.Y. POLICE DEPT,997489,152959,"(40.5865115560001, -73.9523367479999)"
597,14a5edc5,01/09/2006 09:00:00 PM,Monday,Jan,9,2006,21,1,10,2006,BURGLARY,FELONY,F,61,BROOKLYN,N.Y. POLICE DEPT,997357,156125,"(40.595201789, -73.9528058499999)"
598,a275dad3,01/09/2006 09:00:00 PM,Monday,Jan,9,2006,21,1,10,2006,GRAND LARCENY OF MOTOR VEHICLE,FELONY,I,71,BROOKLYN,N.Y. POLICE DEPT,1001011,179064,"(40.6581583620001, -73.939591599)"
599,86d426a4,01/09/2006 09:00:00 PM,Monday,Jan,9,2006,21,1,10,2006,GRAND LARCENY,FELONY,A,71,BROOKLYN,N.Y. POLICE DEPT,996195,183198,"(40.6695130840001, -73.956942055)"
600,708b19b,01/09/2006 09:00:00 PM,Monday,Jan,9,2006,21,1,9,2006,ROBBERY,FELONY,B,77,BROOKLYN,N.Y. POLICE DEPT,993950,184198,"(40.672260604, -73.965033402)"
601,c559200e,01/09/2006 09:00:00 PM,Monday,Jan,9,2006,21,1,10,2006,GRAND LARCENY OF MOTOR VEHICLE,FELONY,G,107,QUEENS,N.Y. POLICE DEPT,1044012,205920,"(40.7316858390001, -73.7843699169999)"
602,35c7bfe8,01/09/2006 09:00:00 PM,Monday,Jan,9,2006,21,1,11,2006,BURGLARY,FELONY,G,13,MANHATTAN,N.Y. POLICE DEPT,984732,208134,"(40.737964597, -73.9982621469999)"
603,abd773e4,01/09/2006 09:00:00 PM,Monday,Jan,9,2006,21,1,10,2006,GRAND LARCENY,FELONY,A,109,QUEENS,N.Y. POLICE DEPT,1035217,209870,"(40.7425826400001, -73.816073757)"
604,c5e7a5f2,01/09/2006 09:00:00 PM,Monday,Jan,9,2006,21,1,9,2006,ROBBERY,FELONY,A,110,QUEENS,N.Y. POLICE DEPT,1015044,210137,"(40.743408738, -73.888871954)"
605,bf92552a,01/09/2006 09:00:00 PM,Monday,Jan,9,2006,21,1,11,2006,GRAND LARCENY,FELONY,P,109,QUEENS,N.Y. POLICE DEPT,1041471,219366,"(40.7686084220001, -73.7934238349999)"
606,6b9e4505,01/09/2006 09:00:00 PM,Monday,Jan,9,2006,21,1,10,2006,BURGLARY,FELONY,K,45,BRONX,N.Y. POLICE DEPT,1025770,245840,"(40.841359853, -73.849943283)"
607,a70f21f7,01/09/2006 09:15:00 PM,Monday,Jan,9,2006,21,1,12,2006,GRAND LARCENY,FELONY,C,20,MANHATTAN,N.Y. POLICE DEPT,989188,221809,"(40.7754976260001, -73.982172597)"
608,6df42676,01/09/2006 09:20:00 PM,Monday,Jan,9,2006,21,1,9,2006,ROBBERY,FELONY,G,42,BRONX,N.Y. POLICE DEPT,1010535,241299,"(40.8289546130001, -73.9050221059999)"
609,ad818f0d,01/09/2006 09:25:00 PM,Monday,Jan,9,2006,21,1,9,2006,GRAND LARCENY,FELONY,A,50,BRONX,N.Y. POLICE DEPT,1012228,258963,"(40.877431814, -73.8988308369999)"
610,1d716acb,01/09/2006 09:30:00 PM,Monday,Jan,9,2006,21,1,9,2006,GRAND LARCENY,FELONY,C,61,BROOKLYN,N.Y. POLICE DEPT,998751,154544,"(40.59086009, -73.94778974)"
611,25eab8db,01/09/2006 09:30:00 PM,Monday,Jan,9,2006,21,1,10,2006,GRAND LARCENY OF MOTOR VEHICLE,FELONY,J,45,BRONX,N.Y. POLICE DEPT,1032047,242037,"(40.830889993, -73.8272846199999)"
612,1043908c,01/09/2006 09:45:00 PM,Monday,Jan,9,2006,21,1,9,2006,BURGLARY,FELONY,D,105,QUEENS,N.Y. POLICE DEPT,1058238,182575,"(40.6675019960001, -73.733296816)"
613,b906c119,01/09/2006 09:45:00 PM,Monday,Jan,9,2006,21,1,9,2006,ROBBERY,FELONY,C,90,BROOKLYN,N.Y. HOUSING POLICE,995423,197288,"(40.7081879070001, -73.959701599)"
614,58882088,01/09/2006 10:00:00 PM,Monday,Jan,9,2006,22,1,9,2006,ROBBERY,FELONY,F,75,BROOKLYN,N.Y. POLICE DEPT,1017081,182240,"(40.6668307750001, -73.881656839)"
615,7f87dc05,01/09/2006 10:00:00 PM,Monday,Jan,9,2006,22,1,12,2006,GRAND LARCENY OF MOTOR VEHICLE,FELONY,E,9,MANHATTAN,N.Y. POLICE DEPT,986450,203648,"(40.725651364, -73.992064198)"
616,21150fed,01/09/2006 10:00:00 PM,Monday,Jan,9,2006,22,1,9,2006,GRAND LARCENY OF MOTOR VEHICLE,FELONY,D,112,QUEENS,N.Y. POLICE DEPT,1021518,206100,"(40.732303271, -73.865530959)"
617,8eb584e4,01/09/2006 10:00:00 PM,Monday,Jan,9,2006,22,1,10,2006,GRAND LARCENY,FELONY,G,13,MANHATTAN,N.Y. POLICE DEPT,985572,207670,"(40.7366909460001, -73.995231092)"
618,b6ba42ff,01/09/2006 10:00:00 PM,Monday,Jan,9,2006,22,1,9,2006,ROBBERY,FELONY,A,114,QUEENS,N.Y. HOUSING POLICE,1009583,214399,"(40.7551241780001, -73.9085635609999)"
619,a3be5d16,01/09/2006 10:00:00 PM,Monday,Jan,9,2006,22,1,10,2006,BURGLARY,FELONY,H,18,MANHATTAN,N.Y. POLICE DEPT,990753,217021,"(40.7623547960001, -73.976526731)"
620,8e75bec2,01/09/2006 10:00:00 PM,Monday,Jan,9,2006,22,1,9,2006,GRAND LARCENY,FELONY,G,32,MANHATTAN,N.Y. POLICE DEPT,999126,235493,"(40.8130453650001, -73.946260732)"
621,65ca147d,01/09/2006 10:00:00 PM,Monday,Jan,9,2006,22,1,12,2006,FELONY ASSAULT,FELONY,F,32,MANHATTAN,N.Y. POLICE DEPT,1001655,238646,"(40.821694845, -73.937116347)"
622,2d23b93c,01/09/2006 10:05:00 PM,Monday,Jan,9,2006,22,1,9,2006,BURGLARY,FELONY,D,105,QUEENS,N.Y. POLICE DEPT,1058631,182831,"(40.668201363, -73.731877353)"
623,c2a890e1,01/09/2006 10:30:00 PM,Monday,Jan,9,2006,22,1,10,2006,GRAND LARCENY OF MOTOR VEHICLE,FELONY,N,122,STATEN ISLAND,N.Y. POLICE DEPT,947537,158385,"(40.601338673, -74.1322095359999)"
624,93443017,01/09/2006 10:30:00 PM,Monday,Jan,9,2006,22,1,10,2006,GRAND LARCENY,FELONY,F,63,BROOKLYN,N.Y. POLICE DEPT,1000821,165230,"(40.620187349, -73.940310368)"
625,6051cf89,01/09/2006 10:30:00 PM,Monday,Jan,9,2006,22,1,10,2006,GRAND LARCENY OF MOTOR VEHICLE,FELONY,F,104,QUEENS,N.Y. POLICE DEPT,1010107,196956,"(40.70724592, -73.9067392439999)"
626,a97e383b,01/09/2006 10:30:00 PM,Monday,Jan,9,2006,22,1,10,2006,BURGLARY,FELONY,C,107,QUEENS,N.Y. POLICE DEPT,1041034,198337,"(40.7108920060001, -73.795178985)"
627,c7b97084,01/09/2006 10:30:00 PM,Monday,Jan,9,2006,22,1,9,2006,ROBBERY,FELONY,D,52,BRONX,N.Y. POLICE DEPT,1013228,253750,"(40.863120505, -73.8952373069999)"
628,60e8b2c1,01/09/2006 10:35:00 PM,Monday,Jan,9,2006,22,1,10,2006,FELONY ASSAULT,FELONY,G,78,BROOKLYN,N.Y. POLICE DEPT,990643,182819,"(40.6684785620001, -73.976956287)"
629,80347e46,01/09/2006 10:40:00 PM,Monday,Jan,9,2006,22,1,9,2006,ROBBERY,FELONY,C,30,MANHATTAN,N.Y. POLICE DEPT,998873,239254,"(40.823368675, -73.9471665199999)"
630,f655884f,01/09/2006 10:41:00 PM,Monday,Jan,9,2006,22,1,10,2006,ROBBERY,FELONY,C,5,MANHATTAN,N.Y. POLICE DEPT,986765,201330,"(40.7192889290001, -73.990928594)"
631,62cc3c,01/09/2006 10:45:00 PM,Monday,Jan,9,2006,22,1,10,2006,GRAND LARCENY,FELONY,D,115,QUEENS,N.Y. POLICE DEPT,1015885,217334,"(40.7631596960001, -73.885803096)"
632,46bdd6a7,01/09/2006 11:00:00 PM,Monday,Jan,9,2006,23,1,24,2006,GRAND LARCENY,FELONY,P,122,STATEN ISLAND,N.Y. POLICE DEPT,939722,155394,"(40.5930931730001, -74.160332554)"
633,e7285dd3,01/09/2006 11:00:00 PM,Monday,Jan,9,2006,23,1,10,2006,GRAND LARCENY,FELONY,E,63,BROOKLYN,N.Y. POLICE DEPT,1003232,167630,"(40.62677001, -73.9316188619999)"
634,89ec58da,01/09/2006 11:00:00 PM,Monday,Jan,9,2006,23,1,10,2006,GRAND LARCENY OF MOTOR VEHICLE,FELONY,J,75,BROOKLYN,N.Y. POLICE DEPT,1015238,180730,"(40.6626928050001, -73.88830716)"
635,a98941d2,01/09/2006 11:00:00 PM,Monday,Jan,9,2006,23,1,10,2006,BURGLARY,FELONY,D,75,BROOKLYN,N.Y. POLICE DEPT,1020616,187137,"(40.680258114, -73.868887961)"
636,f11c0df6,01/09/2006 11:00:00 PM,Monday,Jan,9,2006,23,1,10,2006,BURGLARY,FELONY,E,81,BROOKLYN,N.Y. POLICE DEPT,1004100,189675,"(40.687276786, -73.92842701)"
637,1f867c32,01/09/2006 11:00:00 PM,Monday,Jan,9,2006,23,1,9,2006,ROBBERY,FELONY,F,83,BROOKLYN,N.Y. POLICE DEPT,1001623,194326,"(40.7000479120001, -73.937346492)"
638,be8c0657,01/09/2006 11:00:00 PM,Monday,Jan,9,2006,23,1,10,2006,GRAND LARCENY,FELONY,H,14,MANHATTAN,N.Y. TRANSIT POLICE,987078,215157,"(40.757240531, -73.9897936369999)"
639,cffafae6,01/09/2006 11:00:00 PM,Monday,Jan,9,2006,23,1,10,2006,BURGLARY,FELONY,A,115,QUEENS,N.Y. POLICE DEPT,1020358,216540,"(40.7609632360001, -73.869660418)"
640,31591da,01/09/2006 11:10:00 PM,Monday,Jan,9,2006,23,1,9,2006,ROBBERY,FELONY,K,107,QUEENS,N.Y. POLICE DEPT,1038307,204121,"(40.72678474, -73.804968914)"
641,6c169ab2,01/09/2006 11:30:00 PM,Monday,Jan,9,2006,23,1,10,2006,BURGLARY,FELONY,A,62,BROOKLYN,N.Y. POLICE DEPT,991154,161284,"(40.6093691990001, -73.9751362929999)"
642,bd59c118,01/09/2006 11:30:00 PM,Monday,Jan,9,2006,23,1,9,2006,ROBBERY,FELONY,B,88,BROOKLYN,N.Y. POLICE DEPT,993224,189662,"(40.687258813, -73.967643321)"
643,b1f358a,01/09/2006 11:30:00 PM,Monday,Jan,9,2006,23,1,10,2006,BURGLARY,FELONY,Q,79,BROOKLYN,N.Y. POLICE DEPT,995444,191207,"(40.6914969530001, -73.9596359609999)"
644,818e0738,01/09/2006 11:30:00 PM,Monday,Jan,9,2006,23,1,9,2006,GRAND LARCENY,FELONY,H,115,QUEENS,N.Y. POLICE DEPT,1020277,215165,"(40.7571895460001, -73.869960175)"
645,a77ef77a,01/09/2006 11:30:00 PM,Monday,Jan,9,2006,23,1,11,2006,GRAND LARCENY OF MOTOR VEHICLE,FELONY,B,33,MANHATTAN,N.Y. POLICE DEPT,998614,243234,"(40.8342930630001, -73.948093802)"
646,496e8848,01/09/2006 11:45:00 PM,Monday,Jan,9,2006,23,1,10,2006,BURGLARY,FELONY,G,115,QUEENS,N.Y. POLICE DEPT,1014864,213360,"(40.7522556810001, -73.889506867)"
647,a3426088,01/10/2006 12:00:00 AM,Tuesday,Jan,10,2006,0,1,10,2006,ROBBERY,FELONY,B,79,BROOKLYN,N.Y. POLICE DEPT,999066,187818,"(40.682189603, -73.9465825089999)"
648,c8131ff5,01/10/2006 12:01:00 AM,Tuesday,Jan,10,2006,0,7,27,2006,GRAND LARCENY,FELONY,,106,QUEENS,N.Y. POLICE DEPT,1032978,187666,"(40.681650679, -73.824314454)"
649,65327ba1,01/10/2006 12:01:00 AM,Tuesday,Jan,10,2006,0,1,10,2006,FELONY ASSAULT,FELONY,E,45,BRONX,N.Y. POLICE DEPT,1029672,246355,"(40.8427541680001, -73.835837539)"
650,4c7383ba,01/10/2006 12:01:00 AM,Tuesday,Jan,10,2006,0,1,10,2006,GRAND LARCENY,FELONY,A,62,BROOKLYN,N.Y. POLICE DEPT,983393,158818,"(40.602603179, -74.0030876609999)"
651,9b277f8e,01/10/2006 12:01:00 AM,Tuesday,Jan,10,2006,0,8,31,2006,GRAND LARCENY,FELONY,,114,QUEENS,N.Y. HOUSING POLICE,1007654,219564,"(40.7693060870001, -73.91550818)"
652,ef7cb1be,01/10/2006 12:01:00 AM,Tuesday,Jan,10,2006,0,8,14,2008,GRAND LARCENY,FELONY,G,10,MANHATTAN,N.Y. POLICE DEPT,984623,209859,"(40.742699299, -73.9986553799999)"
653,4daa6d37,01/10/2006 12:15:00 AM,Tuesday,Jan,10,2006,0,1,10,2006,BURGLARY,FELONY,C,115,QUEENS,N.Y. POLICE DEPT,1016470,215027,"(40.756825464, -73.8837023789999)"
654,324835ae,01/10/2006 12:30:00 AM,Tuesday,Jan,10,2006,0,1,10,2006,GRAND LARCENY OF MOTOR VEHICLE,FELONY,A,123,STATEN ISLAND,N.Y. POLICE DEPT,918064,124741,"(40.508821556, -74.238015877)"
655,3116cb6b,01/10/2006 12:30:00 AM,Tuesday,Jan,10,2006,0,1,10,2006,GRAND LARCENY,FELONY,H,66,BROOKLYN,N.Y. POLICE DEPT,982457,170123,"(40.6336329220001, -74.006461381)"
656,57e3ea5c,01/10/2006 12:30:00 AM,Tuesday,Jan,10,2006,0,1,10,2006,BURGLARY,FELONY,F,105,QUEENS,N.Y. POLICE DEPT,1057836,186071,"(40.67710104, -73.734707731)"
657,6b2070ed,01/10/2006 12:30:00 AM,Tuesday,Jan,10,2006,0,1,10,2006,BURGLARY,FELONY,I,13,MANHATTAN,N.Y. POLICE DEPT,986234,210847,"(40.745410898, -73.992841369)"
658,95630722,01/10/2006 12:30:00 AM,Tuesday,Jan,10,2006,0,1,10,2006,GRAND LARCENY OF MOTOR VEHICLE,FELONY,G,114,QUEENS,N.Y. POLICE DEPT,1009181,221270,"(40.773984436, -73.9099890699999)"
659,be01ba10,01/10/2006 12:30:00 AM,Tuesday,Jan,10,2006,0,1,10,2006,GRAND LARCENY,FELONY,C,19,MANHATTAN,N.Y. POLICE DEPT,996204,223138,"(40.779138678, -73.956838676)"
660,7badff0,01/10/2006 12:35:00 AM,Tuesday,Jan,10,2006,0,1,10,2006,FELONY ASSAULT,FELONY,E,67,BROOKLYN,N.Y. POLICE DEPT,999515,170743,"(40.635321721, -73.9450022949999)"
661,bf68f028,01/10/2006 12:36:00 AM,Tuesday,Jan,10,2006,0,1,10,2006,BURGLARY,FELONY,E,81,BROOKLYN,N.Y. POLICE DEPT,1006593,189943,"(40.6880064430001, -73.9194369539999)"
662,3122c512,01/10/2006 01:00:00 AM,Tuesday,Jan,10,2006,1,1,10,2006,BURGLARY,FELONY,F,76,BROOKLYN,N.Y. POLICE DEPT,984737,186108,"(40.6775084240001, -73.9982456939999)"
663,311554fa,01/10/2006 01:00:00 AM,Tuesday,Jan,10,2006,1,1,10,2006,RAPE,FELONY,H,79,BROOKLYN,N.Y. POLICE DEPT,999634,190253,"(40.688872153, -73.9445290319999)"
664,35c340ef,01/10/2006 01:00:00 AM,Tuesday,Jan,10,2006,1,1,10,2006,BURGLARY,FELONY,J,79,BROOKLYN,N.Y. POLICE DEPT,997921,192287,"(40.694457825, -73.950701727)"
665,2a53b943,01/10/2006 01:00:00 AM,Tuesday,Jan,10,2006,1,1,10,2006,GRAND LARCENY OF MOTOR VEHICLE,FELONY,H,114,QUEENS,N.Y. POLICE DEPT,1006658,224578,"(40.783070776, -73.919087223)"
666,c9976121,01/10/2006 01:05:00 AM,Tuesday,Jan,10,2006,1,1,10,2006,GRAND LARCENY,FELONY,E,79,BROOKLYN,N.Y. POLICE DEPT,998335,192625,"(40.6953849070001, -73.949208072)"
667,c76030c9,01/10/2006 01:16:00 AM,Tuesday,Jan,10,2006,1,1,10,2006,FELONY ASSAULT,FELONY,E,1,MANHATTAN,N.Y. POLICE DEPT,979791,198249,"(40.7108315520001, -74.016085232)"
668,301287fd,01/10/2006 01:20:00 AM,Tuesday,Jan,10,2006,1,1,10,2006,BURGLARY,FELONY,I,115,QUEENS,N.Y. POLICE DEPT,1023132,214277,"(40.7547401210001, -73.8596600609999)"
669,dfb4a550,01/10/2006 01:30:00 AM,Tuesday,Jan,10,2006,1,1,10,2006,GRAND LARCENY OF MOTOR VEHICLE,FELONY,J,70,BROOKLYN,N.Y. POLICE DEPT,993695,175849,"(40.6493447130001, -73.965964357)"
670,69c8e6d0,01/10/2006 01:30:00 AM,Tuesday,Jan,10,2006,1,1,16,2006,GRAND LARCENY OF MOTOR VEHICLE,FELONY,K,77,BROOKLYN,N.Y. POLICE DEPT,1005441,184756,"(40.6737721420001, -73.92360715)"
671,2130723e,01/10/2006 01:32:00 AM,Tuesday,Jan,10,2006,1,1,10,2006,FELONY ASSAULT,FELONY,M,120,STATEN ISLAND,N.Y. POLICE DEPT,950729,168417,"(40.628887068, -74.1207645659999)"
672,c061562f,01/10/2006 01:35:00 AM,Tuesday,Jan,10,2006,1,1,10,2006,GRAND LARCENY,FELONY,D,42,BRONX,N.Y. POLICE DEPT,1015394,243245,"(40.8342800240001, -73.8874553699999)"
673,6ed3828c,01/10/2006 02:00:00 AM,Tuesday,Jan,10,2006,2,1,10,2006,GRAND LARCENY,FELONY,M,67,BROOKLYN,N.Y. POLICE DEPT,1006773,177381,"(40.6535261160001, -73.918829881)"
674,5301c557,01/10/2006 02:00:00 AM,Tuesday,Jan,10,2006,2,1,10,2006,GRAND LARCENY OF MOTOR VEHICLE,FELONY,A,77,BROOKLYN,N.Y. POLICE DEPT,992448,186290,"(40.6780041910001, -73.970445496)"
675,21e67312,01/10/2006 02:00:00 AM,Tuesday,Jan,10,2006,2,1,10,2006,ROBBERY,FELONY,C,9,MANHATTAN,N.Y. POLICE DEPT,988199,202689,"(40.7230185330001, -73.985754646)"
676,118464fc,01/10/2006 02:15:00 AM,Tuesday,Jan,10,2006,2,1,10,2006,ROBBERY,FELONY,M,75,BROOKLYN,N.Y. HOUSING POLICE,1021910,182503,"(40.6675334270001, -73.86424849)"
677,ac504077,01/10/2006 02:32:00 AM,Tuesday,Jan,10,2006,2,1,10,2006,ROBBERY,FELONY,D,28,MANHATTAN,N.Y. POLICE DEPT,998563,233086,"(40.8064397480001, -73.948299746)"
678,9310ae2e,01/10/2006 03:00:00 AM,Tuesday,Jan,10,2006,3,1,10,2006,FELONY ASSAULT,FELONY,H,120,STATEN ISLAND,N.Y. POLICE DEPT,960312,171325,"(40.636899989, -74.086251088)"
679,4a19d5ae,01/10/2006 03:00:00 AM,Tuesday,Jan,10,2006,3,1,10,2006,GRAND LARCENY,FELONY,D,107,QUEENS,N.Y. POLICE DEPT,1048527,202794,"(40.7230741010001, -73.7681089549999)"
680,28324408,01/10/2006 03:00:00 AM,Tuesday,Jan,10,2006,3,1,10,2006,FELONY ASSAULT,FELONY,E,48,BRONX,N.Y. POLICE DEPT,1016872,246796,"(40.8440211440001, -73.8820970089999)"
681,e0b9af5b,01/10/2006 03:00:00 AM,Tuesday,Jan,10,2006,3,1,17,2006,RAPE,FELONY,B,49,BRONX,N.Y. POLICE DEPT,1027295,251236,"(40.856162957, -73.844397124)"
682,a3d5428,01/10/2006 03:00:00 AM,Tuesday,Jan,10,2006,3,1,10,2006,BURGLARY,FELONY,D,46,BRONX,N.Y. POLICE DEPT,1012745,253034,"(40.8611568740001, -73.896986539)"
683,8684dfb8,01/10/2006 03:16:00 AM,Tuesday,Jan,10,2006,3,1,10,2006,ROBBERY,FELONY,K,46,BRONX,N.Y. POLICE DEPT,1010447,252191,"(40.8588502110001, -73.9052975399999)"
684,49e436aa,01/10/2006 03:30:00 AM,Tuesday,Jan,10,2006,3,1,10,2006,ROBBERY,FELONY,E,70,BROOKLYN,N.Y. POLICE DEPT,990676,168471,"(40.6290963820001, -73.976850998)"
685,ec737340,01/10/2006 03:30:00 AM,Tuesday,Jan,10,2006,3,1,10,2006,BURGLARY,FELONY,C,40,BRONX,N.Y. POLICE DEPT,1007333,234402,"(40.8100332440001, -73.916616065)"
686,6c410338,01/10/2006 04:00:00 AM,Tuesday,Jan,10,2006,4,1,10,2006,GRAND LARCENY,FELONY,A,20,MANHATTAN,N.Y. POLICE DEPT,989492,220150,"(40.7709439290001, -73.981076286)"
687,59187815,01/10/2006 04:00:00 AM,Tuesday,Jan,10,2006,4,1,10,2006,GRAND LARCENY,FELONY,E,25,MANHATTAN,N.Y. POLICE DEPT,1002367,236957,"(40.8170575840001, -73.934548418)"
688,c36f6491,01/10/2006 04:27:00 AM,Tuesday,Jan,10,2006,4,1,10,2006,GRAND LARCENY OF MOTOR VEHICLE,FELONY,B,52,BRONX,N.Y. POLICE DEPT,1009514,252102,"(40.858608652, -73.908670731)"
689,c2f869fd,01/10/2006 04:30:00 AM,Tuesday,Jan,10,2006,4,1,11,2006,BURGLARY,FELONY,A,115,QUEENS,N.Y. POLICE DEPT,1023586,215761,"(40.7588113100001, -73.858012706)"
690,df810af,01/10/2006 04:56:00 AM,Tuesday,Jan,10,2006,4,1,10,2006,FELONY ASSAULT,FELONY,G,70,BROOKLYN,N.Y. POLICE DEPT,996716,170414,"(40.6344230670001, -73.955087579)"
691,5248c0d6,01/10/2006 04:58:00 AM,Tuesday,Jan,10,2006,4,1,10,2006,FELONY ASSAULT,FELONY,C,49,BRONX,HEALTH & HOSP CORP,1026791,251682,"(40.857389535, -73.846216211)"
692,d8a31ffc,01/10/2006 05:00:00 AM,Tuesday,Jan,10,2006,5,1,10,2006,RAPE,FELONY,I,105,QUEENS,N.Y. POLICE DEPT,1057636,203954,"(40.72618713, -73.735233904)"
693,96d7e222,01/10/2006 05:15:00 AM,Tuesday,Jan,10,2006,5,1,10,2006,ROBBERY,FELONY,0,105,QUEENS,N.Y. POLICE DEPT,1052968,184611,"(40.6731328110001, -73.75227273)"
694,a42cd74f,01/10/2006 05:15:00 AM,Tuesday,Jan,10,2006,5,1,13,2006,GRAND LARCENY,FELONY,I,13,MANHATTAN,N.Y. POLICE DEPT,986484,211297,"(40.746645976, -73.991938992)"
695,5e416b5d,01/10/2006 05:20:00 AM,Tuesday,Jan,10,2006,5,1,10,2006,BURGLARY,FELONY,,122,STATEN ISLAND,N.Y. POLICE DEPT,942158,134772,"(40.5365017560001, -74.151432948)"
696,6e5185bb,01/10/2006 05:30:00 AM,Tuesday,Jan,10,2006,5,1,10,2006,BURGLARY,FELONY,G,113,QUEENS,N.Y. POLICE DEPT,1041476,185645,"(40.6760526460001, -73.7936924969999)"
697,acdd8352,01/10/2006 05:40:00 AM,Tuesday,Jan,10,2006,5,1,10,2006,ROBBERY,FELONY,B,105,QUEENS,N.Y. POLICE DEPT,1053147,178053,"(40.655131232, -73.751694453)"
698,abb7cb92,01/10/2006 06:00:00 AM,Tuesday,Jan,10,2006,6,1,10,2006,BURGLARY,FELONY,D,105,QUEENS,N.Y. POLICE DEPT,1058631,182831,"(40.668201363, -73.731877353)"
699,abb46164,01/10/2006 06:00:00 AM,Tuesday,Jan,10,2006,6,1,10,2006,GRAND LARCENY,FELONY,I,78,BROOKLYN,N.Y. POLICE DEPT,992528,185095,"(40.674724111, -73.970158543)"
700,b8f769ec,01/10/2006 06:00:00 AM,Tuesday,Jan,10,2006,6,1,10,2006,GRAND LARCENY,FELONY,C,111,QUEENS,N.Y. POLICE DEPT,1060003,213741,"(40.7530299370001, -73.726583905)"
701,1a23f282,01/10/2006 06:00:00 AM,Tuesday,Jan,10,2006,6,1,10,2006,GRAND LARCENY OF MOTOR VEHICLE,FELONY,B,114,QUEENS,N.Y. POLICE DEPT,1013850,221142,"(40.7736187080001, -73.8931324119999)"
702,f23a278,01/10/2006 06:00:00 AM,Tuesday,Jan,10,2006,6,1,10,2006,ROBBERY,FELONY,C,33,MANHATTAN,N.Y. POLICE DEPT,1001830,245494,"(40.840490291, -73.93646612)"
703,85c8d017,01/10/2006 06:10:00 AM,Tuesday,Jan,10,2006,6,1,11,2006,BURGLARY,FELONY,G,103,QUEENS,N.Y. POLICE DEPT,1038897,190660,"(40.6898339420001, -73.802949505)"
704,83f7fd61,01/10/2006 06:15:00 AM,Tuesday,Jan,10,2006,6,1,10,2006,ROBBERY,FELONY,8,84,BROOKLYN,N.Y. TRANSIT POLICE,987772,191476,"(40.6922416740001, -73.987300996)"
705,4be29672,01/10/2006 06:20:00 AM,Tuesday,Jan,10,2006,6,1,10,2006,BURGLARY,FELONY,F,76,BROOKLYN,N.Y. POLICE DEPT,985257,187526,"(40.68140047, -73.9963707599999)"
706,43dc146d,01/10/2006 06:25:00 AM,Tuesday,Jan,10,2006,6,1,11,2006,GRAND LARCENY OF MOTOR VEHICLE,FELONY,C,47,BRONX,N.Y. POLICE DEPT,1024149,259500,"(40.8788598740001, -73.855720445)"
707,fe63b385,01/10/2006 06:50:00 AM,Tuesday,Jan,10,2006,6,1,10,2006,GRAND LARCENY,FELONY,A,25,MANHATTAN,N.Y. HOUSING POLICE,1002778,230450,"(40.799196819, -73.9330815169999)"
708,62d59277,01/10/2006 07:00:00 AM,Tuesday,Jan,10,2006,7,1,10,2006,RAPE,FELONY,K,75,BROOKLYN,N.Y. HOUSING POLICE,1017141,183798,"(40.671106911, -73.881432957)"
709,f18625e5,01/10/2006 07:00:00 AM,Tuesday,Jan,10,2006,7,1,10,2006,ROBBERY,FELONY,N,67,BROOKLYN,N.Y. POLICE DEPT,1004950,179926,"(40.660516031, -73.925392051)"
